tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons	type	vowel_letter	has_vowel_letter
7372	MT	Genesis	17	3	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
8016	MT	Genesis	18	12	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
8035	MT	Genesis	18	13	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
8065	MT	Genesis	18	15	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
8624	MT	Genesis	19	9	CBR[	CBR	CBR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שבר	last		0
8665	MT	Genesis	19	11	MY>[	MY>	MY>	CCC	CCM	qal	infc		unknown	unknown	verb				L	nnn	nnn	מצא	last		0
8756	MT	Genesis	19	15	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
9052	MT	Genesis	19	29	HPK[	HPK	HPK	CCC	CCC	qal	infc		unknown	unknown	verb				B	nnn	nnn	הפך	last		0
9370	MT	Genesis	20	6	NG<[	NG<	NG<	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	נגע	last		0
10022	MT	Genesis	21	22	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
10467	MT	Genesis	22	10	CXV[	CXV	CXV	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שחט	last		0
10665	MT	Genesis	22	20	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
10764	MT	Genesis	23	2	SPD[	SPD	SPD	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	ספד	last		0
10783	MT	Genesis	23	3	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
10807	MT	Genesis	23	5	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
10830	MT	Genesis	23	6	QBR[	QBR	QBR	CCC	CCC	qal	infc		unknown	unknown	verb				M	nnn	nnn	קבר	last		0
10848	MT	Genesis	23	8	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
10854	MT	Genesis	23	8	QBR[	QBR	QBR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	קבר	last		0
10915	MT	Genesis	23	10	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
10956	MT	Genesis	23	13	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
10979	MT	Genesis	23	14	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
11244	MT	Genesis	24	7	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
11383	MT	Genesis	24	13	C>B[	C>B	C>B	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שאב	last		0
11520	MT	Genesis	24	20	C>B[	C>B	C>B	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שאב	last		0
11693	MT	Genesis	24	30	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
11754	MT	Genesis	24	32	RXY[	RXY	RXY	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	רחץ	last		0
11767	MT	Genesis	24	33	>KL[	>KL	>KL	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אכל	last		0
11831	MT	Genesis	24	37	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
11949	MT	Genesis	24	43	C>B[	C>B	C>B	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שאב	last		0
12776	MT	Genesis	25	22	DRC[	DRC	DRC	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	דרש	last		0
13111	MT	Genesis	26	7	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
13201	MT	Genesis	26	11	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
13357	MT	Genesis	26	20	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
13731	MT	Genesis	27	6	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
13741	MT	Genesis	27	6	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
13965	MT	Genesis	27	20	MY>[	MY>	MY>	CCC	CCM	qal	infc		unknown	unknown	verb				L	nnn	nnn	מצא	last		0
14224	MT	Genesis	27	34	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				K	nnn	nnn	שמע	last		0
14620	MT	Genesis	28	6	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
14893	MT	Genesis	28	20	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
14913	MT	Genesis	28	20	>KL[	>KL	>KL	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אכל	last		0
14917	MT	Genesis	28	20	LBC[	LBC	LBC	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	לבש	last		0
15195	MT	Genesis	29	13	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				K	nnn	nnn	שמע	last		0
15962	MT	Genesis	30	24	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
16388	MT	Genesis	31	1	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
16862	MT	Genesis	31	27	BRX[	BRX	BRX	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	ברח	last		0
16910	MT	Genesis	31	29	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
17422	MT	Genesis	31	54	>KL[	>KL	>KL	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אכל	last		0
17499	MT	Genesis	32	5	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
17535	MT	Genesis	32	6	MY>[	MY>	MY>	CCC	CCM	qal	infc		unknown	unknown	verb				L	nnn	nnn	מצא	last		0
17546	MT	Genesis	32	7	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
17774	MT	Genesis	32	18	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
17782	MT	Genesis	32	18	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
17832	MT	Genesis	32	20	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
18224	MT	Genesis	33	8	MY>[	MY>	MY>	CCC	CCM	qal	infc		unknown	unknown	verb				L	nnn	nnn	מצא	last		0
18511	MT	Genesis	34	4	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
18575	MT	Genesis	34	7	CKB[	CKB	CKB	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שכב	last		0
18588	MT	Genesis	34	8	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
18799	MT	Genesis	34	20	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
19437	MT	Genesis	35	22	CKN[	CKN	CKN	CCC	CCC	qal	infc		unknown	unknown	verb				B	nnn	nnn	שכן	last		0
20012	MT	Genesis	36	31	MLK[	MLK	MLK	CCC	CCC	qal	infc		unknown	unknown	verb					nnn	nnn	מלך	last		0
20258	MT	Genesis	37	5	FN>[	FN>	FN>	CCC	CCM	qal	infc		unknown	unknown	verb					nnn	nnn	שנא	last		0
20310	MT	Genesis	37	8	FN>[	FN>	FN>	CCC	CCM	qal	infc		unknown	unknown	verb					nnn	nnn	שנא	last		0
20457	MT	Genesis	37	15	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
20622	MT	Genesis	37	25	>KL[	>KL	>KL	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אכל	last		0
21055	MT	Genesis	38	13	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
21218	MT	Genesis	38	21	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
21285	MT	Genesis	38	24	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
21309	MT	Genesis	38	25	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
21381	MT	Genesis	38	28	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
21646	MT	Genesis	39	10	CKB[	CKB	CKB	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שכב	last		0
21681	MT	Genesis	39	12	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
21717	MT	Genesis	39	14	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
21729	MT	Genesis	39	14	CKB[	CKB	CKB	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שכב	last		0
21773	MT	Genesis	39	17	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
21804	MT	Genesis	39	19	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				K	nnn	nnn	שמע	last		0
21813	MT	Genesis	39	19	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
22036	MT	Genesis	40	7	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
22521	MT	Genesis	41	9	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
22635	MT	Genesis	41	15	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
22639	MT	Genesis	41	15	PTR[	PTR	PTR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	פתר	last		0
22647	MT	Genesis	41	16	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
23267	MT	Genesis	41	49	SPR[	SPR	SPR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	ספר	last		0
23421	MT	Genesis	41	57	CBR=[	CBR	CBR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שבר	last		0
23474	MT	Genesis	42	3	CBR=[	CBR	CBR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שבר	last		0
23498	MT	Genesis	42	5	CBR=[	CBR	CBR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שבר	last		0
23561	MT	Genesis	42	7	CBR=[	CBR	CBR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שבר	last		0
23602	MT	Genesis	42	10	CBR=[	CBR	CBR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שבר	last		0
23660	MT	Genesis	42	14	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
23794	MT	Genesis	42	22	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
23800	MT	Genesis	42	22	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
23929	MT	Genesis	42	28	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
23951	MT	Genesis	42	29	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
24093	MT	Genesis	42	37	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
24153	MT	Genesis	43	2	>KL[	>KL	>KL	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אכל	last		0
24175	MT	Genesis	43	3	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
24182	MT	Genesis	43	3	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
24243	MT	Genesis	43	7	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
24551	MT	Genesis	43	20	CBR=[	CBR	CBR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שבר	last		0
24586	MT	Genesis	43	22	CBR=[	CBR	CBR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שבר	last		0
24784	MT	Genesis	43	32	>KL[	>KL	>KL	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אכל	last		0
24842	MT	Genesis	44	1	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
25187	MT	Genesis	44	19	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
25238	MT	Genesis	44	22	<ZB[	<ZB	<ZB	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עזב	last		0
25405	MT	Genesis	44	32	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
25752	MT	Genesis	45	16	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
25935	MT	Genesis	45	26	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
26656	MT	Genesis	47	5	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
26878	MT	Genesis	47	15	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
27145	MT	Genesis	47	24	>KL[	>KL	>KL	CCC	CCC	qal	infc		unknown	unknown	verb				WL	nnn	nnn	אכל	last		0
27721	MT	Genesis	48	20	>MR[	>MWR	>MWR	MCMC	MCMC	qal	infc		unknown	unknown	verb				L	nnnn	nnnn	אמור	last		0
27726	MT	Genesis	48	20	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
27987	MT	Genesis	49	15	SBL[	SBL	SBL	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	סבל	last		0
28281	MT	Genesis	50	2	XNV[	XNV	XNV	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	חנט	last		0
28318	MT	Genesis	50	4	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
28331	MT	Genesis	50	4	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
28335	MT	Genesis	50	5	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
28374	MT	Genesis	50	7	QBR[	QBR	QBR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	קבר	last		0
28531	MT	Genesis	50	14	QBR[	QBR	QBR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	קבר	last		0
28566	MT	Genesis	50	16	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
28573	MT	Genesis	50	16	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
28736	MT	Genesis	50	25	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
29100	MT	Exodus	1	22	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
29191	MT	Exodus	2	5	RXY[	RXY	RXY	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	רחץ	last		0
29437	MT	Exodus	2	15	HRG[	HRG	HRG	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	הרג	last		0
30008	MT	Exodus	3	16	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
30098	MT	Exodus	3	19	HLK[	HLK	HLK	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	הלך	last		0
30934	MT	Exodus	5	6	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
30944	MT	Exodus	5	7	LBN=[	LBN	LBN	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	לבן	last		0
30979	MT	Exodus	5	8	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
31012	MT	Exodus	5	10	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
31053	MT	Exodus	5	13	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
31077	MT	Exodus	5	14	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
31083	MT	Exodus	5	14	LBN=[	LBN	LBN	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	לבן	last		0
31102	MT	Exodus	5	15	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
31160	MT	Exodus	5	19	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
31440	MT	Exodus	6	10	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
31461	MT	Exodus	6	12	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
31756	MT	Exodus	6	29	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
31916	MT	Exodus	7	8	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
31922	MT	Exodus	7	9	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
32068	MT	Exodus	7	16	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
32972	MT	Exodus	8	25	ZBX[	ZBX	ZBX	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	זבח	last		0
33107	MT	Exodus	9	5	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
33245	MT	Exodus	9	11	<MD[	<MD	<MD	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עמד	last		0
33650	MT	Exodus	9	28	<MD[	<MD	<MD	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עמד	last		0
33761	MT	Exodus	9	34	XV>[	XV>	XV>	CCC	CCM	qal	infc		unknown	unknown	verb				L	nnn	nnn	חטא	last		0
34205	MT	Exodus	10	16	QR>[	QR>	QR>	CCC	CCM	qal	infc		unknown	unknown	verb				L	nnn	nnn	קרא	last		0
34394	MT	Exodus	10	26	<BD[	<BD	<BD	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	עבד	last		0
34619	MT	Exodus	11	8	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
34696	MT	Exodus	12	1	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
34717	MT	Exodus	12	3	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
35213	MT	Exodus	12	23	NGP[	NGP	NGP	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	נגף	last		0
35245	MT	Exodus	12	23	NGP[	NGP	NGP	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	נגף	last		0
35769	MT	Exodus	13	1	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
35916	MT	Exodus	13	8	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
36030	MT	Exodus	13	14	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
36167	MT	Exodus	13	19	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
36238	MT	Exodus	14	1	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
36459	MT	Exodus	14	12	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
36469	MT	Exodus	14	12	<BD[	<BD	<BD	CCC	CCC	qal	infc		unknown	unknown	verb					nnn	nnn	עבד	last		0
36931	MT	Exodus	15	1	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
37264	MT	Exodus	15	24	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
37539	MT	Exodus	16	8	>KL[	>KL	>KL	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אכל	last		0
37546	MT	Exodus	16	8	FB<[	FB<	FB<	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שבע	last		0
37548	MT	Exodus	16	8	CM<[	CM<	CM<	CCC	CCC	qal	infc		unknown	unknown	verb				B	nnn	nnn	שמע	last		0
37613	MT	Exodus	16	11	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
37622	MT	Exodus	16	12	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
37942	MT	Exodus	16	27	LQV[	LQV	LQV	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	לקט	last		0
37955	MT	Exodus	16	28	CMR[	CMR	CMR	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שמר	last		0
38212	MT	Exodus	17	4	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
38302	MT	Exodus	17	7	>MR[	>MR	>MR	MCC	MCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אמר	last		0
38710	MT	Exodus	18	12	>KL[	>KL	>KL	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	אכל	last		0
38727	MT	Exodus	18	13	CPV[	CPV	CPV	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	שפט	last		0
38794	MT	Exodus	18	15	DRC[	DRC	DRC	CCC	CCC	qal	infc		unknown	unknown	verb				L	nnn	nnn	דרש	last		0
